Refseq accn,Genbank accn,Organism name,TaxID
PRJNA55317,PRJNA30473,Neisseria flavescens NRL30031/H210,546264
PRJNA55319,PRJNA30475,Neisseria lactamica ATCC 23970,546265
PRJNA55321,PRJNA30477,Neisseria mucosa ATCC 25996,546266
PRJNA55323,PRJNA30481,Neisseria sicca ATCC 29256,547045
PRJNA55325,PRJNA30483,Neisseria subflava NJ9703,546268
PRJNA55327,PRJNA30487,Gemella haemolysans ATCC 10379,546270
PRJNA55329,PRJNA51247,Selenomonas sputigena ATCC 35185,546271
PRJNA55331,PRJNA30491,Veillonella dispar ATCC 17748,546273
PRJNA55333,PRJNA30493,Eikenella corrodens ATCC 23834,546274
PRJNA55335,PRJNA30495,Fusobacterium periodonticum ATCC 33693,546275
PRJNA55337,PRJNA30503,Yersinia pestis Nepal516,377628
PRJNA55339,PRJNA30507,Yersinia pestis biovar Orientalis str. India 195,547047
PRJNA55341,PRJNA30509,Yersinia pestis biovar Orientalis str. PEXU2,547046
PRJNA55343,PRJNA30511,Yersinia pestis Pestoides A,545431
PRJNA55345,PRJEA30571,Micrococcus luteus NCTC 2665,465515
PRJNA55347,PRJNA30579,Burkholderia multivorans CGD1,513051
PRJNA55349,PRJNA30581,Burkholderia multivorans CGD2,513052
PRJNA55351,PRJNA30623,Enterococcus faecalis TX0104,491074
PRJNA55353,PRJNA30627,Enterococcus faecium DO,333849
PRJNA55355,PRJNA30641,Lactobacillus crispatus JV-V01,491076
PRJNA55357,PRJNA30643,Lactobacillus reuteri SD2112,491077
PRJNA55359,PRJNA30719,Helicobacter canadensis MIT 98-5491,537970
PRJNA55361,PRJNA30723,Roseobacter sp. GAI101,391589
PRJNA55363,PRJNA30725,marine gamma proteobacterium HTCC2148,247634
PRJNA55365,PRJNA30745,Burkholderia multivorans CGD2M,513053
PRJNA55367,PRJNA30747,Anaerococcus hydrogenalis DSM 7454,561177
PRJNA55369,PRJNA30749,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,566552
PRJNA55371,PRJNA30751,Bifidobacterium gallicum DSM 20093 = LMG 11596,561180
PRJNA55373,PRJNA30755,[Clostridium] hathewayi DSM 13479,566550
PRJNA55375,PRJNA30757,Roseburia inulinivorans DSM 16841,622312
PRJNA55377,PRJNA30761,Pseudogulbenkiania ferrooxidans 2002,279714
PRJNA55379,PRJNA30771,Corynebacterium matruchotii ATCC 33806,566549
PRJNA55381,PRJNA30797,Geobacillus sp. Y412MC52,550542
PRJNA55383,PRJNA30831,Salmonella enterica subsp. enterica serovar Tennessee str. CDC07-0191,573395
PRJNA55385,PRJNA30907,Mycobacterium kansasii ATCC 12478,557599
PRJNA55387,PRJNA30909,Mycobacterium avium subsp. avium ATCC 25291,553481
PRJNA55389,PRJNA30949,Acinetobacter sp. ATCC 27244,525244
PRJNA55391,PRJNA30951,Anaerococcus lactolyticus ATCC 51172,525254
PRJNA55393,PRJNA30953,Chryseobacterium gleum ATCC 35910,525257
PRJNA55395,PRJNA30955,Corynebacterium pseudogenitalium ATCC 33035,525264
PRJNA55397,PRJNA30957,Corynebacterium glucuronolyticum ATCC 51867,548477
PRJNA55399,PRJNA30979,Mycobacterium tuberculosis '98-R604 INH-RIF-EM',555461
PRJNA55401,PRJNA30985,Dethiobacter alkaliphilus AHT 1,555088
PRJNA55403,PRJNA30987,Zymomonas mobilis subsp. mobilis ATCC 10988,555217
PRJNA55405,PRJNA30995,Acinetobacter baumannii AB900,557601
PRJNA55407,PRJNA30997,Capnocytophaga sputigena ATCC 33612,553177
PRJNA55409,PRJNA30999,Atopobium rimae ATCC 49626,553184
PRJNA55411,PRJNA31007,Corynebacterium amycolatum SK46,553204
PRJNA55413,PRJNA31009,Corynebacterium tuberculostearicum SK141,553206
PRJNA55415,PRJNA31013,Staphylococcus capitis SK14,553212
PRJNA55417,PRJNA31017,Campylobacter rectus RM3267,553218
PRJNA55419,PRJNA31019,Campylobacter showae RM3277,553219
PRJNA55421,PRJNA31021,Campylobacter gracilis RM3268,553220
PRJNA55423,PRJNA31051,Desulfonatronospira thiodismutans ASO3-1,555779
PRJNA55425,PRJNA31091,Burkholderia pseudomallei 576,557724
PRJNA55427,PRJNA31121,Pectobacterium carotovorum subsp. brasiliensis PBR1692,558269
PRJNA55429,PRJNA31123,Pectobacterium carotovorum subsp. carotovorum WPP14,558270
PRJNA55431,PRJNA31203,Lactobacillus gasseri MV-22,559301
PRJNA55433,PRJNA31205,Lactobacillus jensenii 1153,440497
PRJNA55435,PRJNA31213,Xanthomonas vasicola pv. vasculorum NCPPB 702,559736
PRJNA55437,PRJNA31215,Xanthomonas campestris pv. musacearum NCPPB 4381,559737
PRJNA55439,PRJNA31335,Enhydrobacter aerosaccus SK60,553217
PRJNA55441,PRJNA31351,Rhodobacteraceae bacterium KLH11,467661
PRJNA55443,PRJNA31353,gamma proteobacterium NOR5-3,566466
PRJNA55445,PRJNA31355,Luminiphilus syltensis NOR5-1B,565045
PRJNA55447,PRJNA31357,Pseudomonas syringae pv. oryzae str. 1_6,563797
PRJNA55449,PRJNA31385,Porphyromonas endodontalis ATCC 35406,553175
PRJNA55451,PRJNA31387,Capnocytophaga gingivalis ATCC 33624,553178
PRJNA55453,PRJNA31405,Rothia mucilaginosa ATCC 25296,553201
PRJNA55455,PRJNA31415,Enterococcus faecalis TUSoD Ef11,553209
PRJNA55457,PRJNA31427,Actinomyces coleocanis DSM 15436,525245
PRJNA55459,PRJNA31429,Actinomyces urogenitalis DSM 15434,525246
PRJNA55461,PRJNA31433,Anaerococcus tetradius ATCC 35098,525255
PRJNA55463,PRJNA31435,Atopobium vaginae DSM 15829,525256
PRJNA55465,PRJNA31437,Bifidobacterium longum subsp. longum ATCC 55813,548480
PRJNA55467,PRJNA31443,Corynebacterium accolens ATCC 49725,525260
PRJNA55469,PRJNA31447,Corynebacterium lipophiloflavum DSM 44291,525263
PRJNA55471,PRJNA31449,Corynebacterium striatum ATCC 6940,525268
PRJNA55473,PRJNA31451,Corynebacterium aurimucosum ATCC 700975,548476
PRJNA55475,PRJNA31457,Enterococcus faecalis EnGen0297,491075
PRJNA55477,PRJNA31459,Enterococcus faecalis ATCC 29200,525271
PRJNA55479,PRJNA31461,Enterococcus faecalis TX1322,525278
PRJNA55481,PRJNA31463,Enterococcus faecium TX1330,525279
PRJNA55483,PRJNA31465,Erysipelothrix rhusiopathiae ATCC 19414,525280
PRJNA55485,PRJNA31467,Escherichia coli 83972,525281
PRJNA55487,PRJNA31473,Gardnerella vaginalis ATCC 14019,525284
PRJNA55489,PRJNA31477,Lactobacillus acidophilus ATCC 4796,525306
PRJNA55491,PRJNA31479,Lactobacillus antri DSM 16041,525309
PRJNA55493,PRJNA31481,Lactobacillus brevis subsp. gravesensis ATCC 27305,525310
PRJNA55495,PRJNA31483,Lactobacillus buchneri ATCC 11577,525318
PRJNA55497,PRJNA31485,Lactobacillus fermentum ATCC 14931,525325
PRJNA55499,PRJNA31487,Lactobacillus gasseri JV-V03,525326
PRJNA55501,PRJNA31489,Lactobacillus hilgardii ATCC 8290,525327
PRJNA55503,PRJNA31491,Lactobacillus iners DSM 13335,525328
PRJNA55505,PRJNA31495,Lactobacillus johnsonii ATCC 33200,525330
PRJNA55507,PRJNA31497,Lactobacillus rhamnosus LMS2-1,525361
PRJNA55509,PRJNA31499,Lactobacillus ruminis ATCC 25644,525362
PRJNA55511,PRJNA31503,Lactobacillus salivarius ATCC 11741,525364
PRJNA55513,PRJNA31505,Lactobacillus ultunensis DSM 16047,525365
PRJNA55515,PRJNA31507,Lactobacillus vaginalis ATCC 49540,525366
PRJNA55517,PRJNA31511,Lactobacillus reuteri MM4-1A,548485
PRJNA55519,PRJNA31513,Lactobacillus paracasei subsp. paracasei ATCC 25302,525337
PRJNA55521,PRJNA31515,Lactobacillus plantarum subsp. plantarum ATCC 14917,525338
PRJNA55523,PRJNA31517,Listeria grayi DSM 20601,525367
PRJNA55525,PRJNA31523,Proteus mirabilis ATCC 29906,525369
PRJNA55527,PRJNA31529,Sphingobacterium spiritivorum ATCC 33300,525372
PRJNA55529,PRJNA31531,Sphingobacterium spiritivorum ATCC 33861,525373
PRJNA55533,PRJNA31541,Staphylococcus aureus subsp. aureus TCH130,548474
PRJNA55535,PRJNA31543,Staphylococcus aureus subsp. aureus TCH70,548475
PRJNA55537,PRJNA31545,Staphylococcus epidermidis BCM-HMP0060,525374
PRJNA55539,PRJNA31549,Corynebacterium glucuronolyticum ATCC 51866,548478
PRJNA55541,PRJNA31553,Lactobacillus reuteri CF48-3A,525341
PRJNA55543,PRJNA32145,Streptomyces ghanaensis ATCC 14672,566461
PRJNA55545,PRJNA32147,Streptomyces roseosporus NRRL 15998,457431
PRJNA55547,PRJNA32149,Streptomyces albus J1074,457425
PRJNA55549,PRJNA32183,Chlamydia trachomatis 6276,564416
PRJNA55551,PRJNA32185,Chlamydia trachomatis 6276s,564417
PRJNA55553,PRJNA32187,Chlamydia trachomatis 70,564418
PRJNA55555,PRJNA32189,Chlamydia trachomatis 70s,564419
PRJNA55557,PRJNA32209,Wolbachia endosymbiont of Culex quinquefasciatus JHB,569881
PRJNA55559,PRJNA32261,Pseudomonas syringae pv. tabaci str. ATCC 11528,573066
PRJNA55561,PRJNA32275,Escherichia coli O157:H7 str. FRIK966,570506
PRJNA55563,PRJNA32279,Streptococcus pneumoniae CCRI 1974,570507
PRJNA55565,PRJNA32281,Streptomyces roseosporus NRRL 11379,457430
PRJNA55567,PRJNA32411,Francisella philomiragia subsp. philomiragia ATCC 25015,539329
PRJNA55569,PRJNA32419,Fusobacterium gonidiaformans ATCC 25563,469615
PRJNA55571,PRJNA32421,Fusobacterium mortiferum ATCC 9817,469616
PRJNA55573,PRJNA32423,Fusobacterium varium ATCC 27725,469618
PRJNA55575,PRJNA32433,Bacteroides fragilis 3_1_12,457424
PRJNA55577,PRJNA32435,Bacteroides sp. 1_1_6,469586
PRJNA55579,PRJNA32437,Bacteroides sp. 2_1_7,457388
PRJNA55581,PRJNA32439,Bacteroides sp. 2_2_4,469590
PRJNA55583,PRJNA32441,Bacteroides sp. 3_2_5,457392
PRJNA55585,PRJNA32443,Bacteroides sp. 4_3_47FAA,457394
PRJNA55587,PRJNA32445,Bacteroides sp. 9_1_42FAA,457395
PRJNA55589,PRJNA32447,Bacteroides sp. D1,556258
PRJNA55591,PRJNA32449,Bacteroides sp. D2,556259
PRJNA55593,PRJNA32451,Bacteroides dorei 5_1_36/D4,556260
PRJNA55595,PRJNA32453,Citrobacter sp. 30_2,469595
PRJNA55597,PRJNA32457,Clostridium sp. 7_2_43FAA,457396
PRJNA55599,PRJNA32463,Escherichia sp. 1_1_43,457400
PRJNA55601,PRJNA32465,Escherichia sp. 3_2_53FAA,469598
PRJNA55603,PRJNA32467,Escherichia sp. 4_1_40B,457401
PRJNA55605,PRJNA32473,Fusobacterium periodonticum 2_1_31,469599
PRJNA55607,PRJNA32477,Fusobacterium gonidiaformans 3-1-5R,469605
PRJNA55609,PRJNA32479,Fusobacterium nucleatum subsp. vincentii 4_1_13,469606
PRJNA55613,PRJNA32485,Fusobacterium necrophorum D12,556263
PRJNA55615,PRJNA32487,Fusobacterium ulcerans ATCC 49185,469617
PRJNA55617,PRJNA32489,Helicobacter bilis ATCC 43879,613026
PRJNA55619,PRJNA32491,Helicobacter winghamensis ATCC BAA-430,556267
PRJNA55621,PRJNA32495,Coprobacillus sp. D7,556270
PRJNA55623,PRJNA32497,Oxalobacter formigenes HOxBLS,556268
PRJNA55625,PRJNA32499,Oxalobacter formigenes OXCC13,556269
PRJNA55627,PRJNA32501,Fusobacterium nucleatum subsp. animalis D11,556264
PRJNA55629,PRJNA32503,Ruminococcus sp. 5_1_39BFAA,457412
PRJNA55631,PRJNA32507,Shigella sp. D9,556266
PRJNA55633,PRJNA32531,Actinobacillus minor 202,591023
PRJNA55635,PRJNA32539,Chlamydia trachomatis D(s)2923,573237
PRJNA55637,PRJNA32579,Ruminiclostridium thermocellum DSM 2360,572545
PRJNA55639,PRJNA32585,Thermoanaerobacter brockii subsp. finnii Ako-1,509193
PRJNA55641,PRJNA32595,Asticcacaulis excentricus CB 48,573065
PRJNA55645,PRJNA32605,Acidovorax delafieldii 2AN,573060
PRJNA55647,PRJNA32767,Streptococcus pneumoniae CCRI 1974M2,574965
PRJNA55649,PRJNA32783,Neisseria gonorrhoeae 1291,528345
PRJNA55651,PRJNA32785,Neisseria gonorrhoeae 35/02,528346
PRJNA55653,PRJNA32789,Neisseria gonorrhoeae DGI18,528347
PRJNA55655,PRJNA32791,Neisseria gonorrhoeae FA6140,528353
PRJNA55657,PRJNA32793,Neisseria gonorrhoeae FA19,528352
PRJNA55659,PRJNA32795,Neisseria gonorrhoeae MS11,528354
PRJNA55661,PRJNA32797,Neisseria gonorrhoeae PID18,528356
PRJNA55663,PRJNA32799,Neisseria gonorrhoeae PID1,528355
PRJNA55665,PRJNA32801,Neisseria gonorrhoeae PID24-1,528357
PRJNA55667,PRJNA32803,Neisseria gonorrhoeae PID332,528358
PRJNA55669,PRJNA32805,Neisseria gonorrhoeae SK-92-679,528359
PRJNA55671,PRJNA32807,Neisseria gonorrhoeae SK-93-1035,528360
PRJNA55673,PRJNA32915,Enterococcus faecalis T1,565636
PRJNA55675,PRJNA32917,Enterococcus faecalis T2,565637
PRJNA55677,PRJNA32919,Enterococcus faecalis T3,565638
PRJNA55679,PRJNA32921,Enterococcus casseliflavus EC30,565652
PRJNA55681,PRJNA32923,Enterococcus faecalis ATCC 4200,565642
PRJNA55683,PRJNA32925,Enterococcus faecalis DS5,565643
PRJNA55685,PRJNA32927,Enterococcus gallinarum EG2,565653
PRJNA55687,PRJNA32929,Enterococcus faecalis ARO1/DG,565651
PRJNA55689,PRJNA32931,Enterococcus casseliflavus EC10,565654
PRJNA55691,PRJNA32933,Enterococcus faecalis Merz96,565645
PRJNA55693,PRJNA32935,Enterococcus casseliflavus EC20,565655
PRJNA55695,PRJNA32937,Enterococcus faecalis HIP11704,565646
PRJNA55697,PRJNA32939,Enterococcus faecalis JH1,565648
PRJNA55699,PRJNA32941,Enterococcus faecalis E1Sol,565647
PRJNA55701,PRJNA32943,"Enterococcus faecium 1,230,933",565656
PRJNA55703,PRJNA32945,Enterococcus faecalis Fly1,565649
PRJNA55705,PRJNA32947,Enterococcus faecalis D6,565650
PRJNA55707,PRJNA32949,Enterococcus faecalis T11,565640
PRJNA55709,PRJNA32951,Enterococcus faecalis CH188,565644
PRJNA55711,PRJNA32953,Enterococcus faecalis X98,565641
PRJNA55713,PRJNA32955,"Enterococcus faecium 1,231,502",565657
PRJNA55715,PRJNA32957,"Enterococcus faecium 1,231,501",565658
PRJNA55717,PRJNA32959,"Enterococcus faecium 1,141,733",565659
PRJNA55719,PRJNA32961,"Enterococcus faecium 1,231,410",565660
PRJNA55721,PRJNA32963,"Enterococcus faecium 1,231,408",565661
PRJNA55723,PRJNA32965,Enterococcus faecium Com12,565662
PRJNA55725,PRJNA32967,Enterococcus faecium Com15,565663
PRJNA55727,PRJNA32989,Nitrosomonas sp. AL212,153948
PRJNA55729,PRJNA33011,Abiotrophia defectiva ATCC 49176,592010
PRJNA55731,PRJNA33025,Brucella abortus bv. 6 str. 870,520454
PRJNA55733,PRJNA33027,Brucella abortus bv. 4 str. 292,520452
PRJNA55735,PRJNA33029,Brucella abortus bv. 3 str. Tulya,520451
PRJNA55737,PRJNA33031,Brucella abortus bv. 2 str. 86/8/59,520450
PRJNA55739,PRJNA33033,Brucella suis bv. 5 str. 513,520489
PRJNA55741,PRJNA33035,Brucella suis bv. 3 str. 686,520487
PRJNA55743,PRJNA33037,Brucella pinnipedialis M163/99/10,520463
PRJNA55745,PRJNA33039,Brucella pinnipedialis B2/94,520461
PRJNA55747,PRJNA33041,Brucella ceti M644/93/1,520459
PRJNA55749,PRJNA33043,Brucella ceti M13/05/1,520460
PRJNA55751,PRJNA33045,Brucella sp. 83/13,520449
PRJNA55753,PRJNA33111,Jonquetella anthropi E3_33 E1,645512
PRJNA55755,PRJNA33115,Clostridium carboxidivorans P7,536227
PRJNA55759,PRJNA33123,Anaerobaculum hydrogeniformans ATCC BAA-1850,592015
PRJNA55761,PRJNA33143,Dialister invisus DSM 15470,592028
PRJNA55763,PRJNA33145,Kingella oralis ATCC 51147,629741
PRJNA55765,PRJNA33149,Eubacterium saphenum ATCC 49989,592031
PRJNA55767,PRJNA33151,Leptotrichia hofstadii F0254,634994
PRJNA55769,PRJNA33153,Prevotella tannerae ATCC 51259,626522
PRJNA55771,PRJNA33159,Geobacter sp. M18,443143
PRJNA55773,PRJNA33167,Oribacterium sp. oral taxon 078 str. F0262,608534
PRJNA55775,PRJNA33169,Shuttleworthia satelles DSM 14600,626523
PRJNA55777,PRJNA33173,Clostridium botulinum D str. 1873,592027
PRJNA55779,PRJNA33183,Geobacillus sp. Y4.1MC1,581103
PRJNA55781,PRJNA33275,Wolbachia endosymbiont of Muscidifurax uniraptor,77037
PRJNA55783,PRJDA33445,Staphylococcus aureus subsp. aureus Mu50-omega,585891
PRJNA55785,PRJNA33549,Vibrio albensis VL426,593585
PRJNA55787,PRJNA33551,Vibrio cholerae TMA 21,593590
PRJNA55789,PRJNA33553,Vibrio cholerae RC9,593589
PRJNA55791,PRJNA33557,Vibrio cholerae B33,417400
PRJNA55793,PRJNA33559,Vibrio cholerae BX 330286,593587
PRJNA55795,PRJNA33561,Vibrio cholerae 12129(1),592313
PRJNA55797,PRJNA33563,Brucella pinnipedialis M292/94/1,520462
PRJNA55799,PRJNA33565,Brucella melitensis bv. 1 str. Rev.1,520464
PRJNA55801,PRJNA33567,Brucella neotomae 5K33,520456
PRJNA55803,PRJNA33569,Brucella melitensis bv. 3 str. Ether,520466
PRJNA55805,PRJNA33571,Brucella ceti M490/95/1,520458
PRJNA55807,PRJNA33573,Brucella ceti B1/94,520457
PRJNA55809,PRJNA33575,Brucella abortus bv. 9 str. C68,520455
PRJNA55811,PRJNA33577,Brucella melitensis bv. 2 str. 63/9,520465
PRJNA55813,PRJNA33579,Vibrio cholerae TM 11079-80,593586
PRJNA55815,PRJNA33587,[Clostridium] papyrosolvens DSM 2782,588581
PRJNA55817,PRJNA33595,Micromonospora sp. ATCC 39149,219305
PRJNA55819,PRJNA33597,Streptomyces sp. SPB78,591157
PRJNA55821,PRJNA33599,Streptomyces sp. AA4,591158
PRJNA55823,PRJNA33601,Streptomyces sp. C,253839
PRJNA55825,PRJNA33603,Streptomyces lividans TK24,457428
PRJNA55827,PRJNA33605,Streptomyces himastatinicus ATCC 53653,457427
PRJNA55829,PRJNA33607,Streptomyces viridochromogenes DSM 40736,591159
PRJNA55831,PRJNA33609,Streptomyces griseoflavus Tu4000,467200
PRJNA55833,PRJNA33611,Brucella ceti str. Cudo,595497
PRJNA55835,PRJNA33613,Thermoanaerobacter sp. X561,588857
PRJNA55837,PRJNA33633,Thermoanaerobacter ethanolicus CCSD1,589861
PRJNA55839,PRJNA33695,Pseudomonas syringae pv. syringae FF5,591153
PRJNA55841,PRJNA33767,Brucella sp. F5/99,437701
PRJNA55843,PRJNA33789,Burkholderia pseudomallei Pakistan 9,595498
PRJNA55845,PRJNA33803,Pantoea sp. At-9b,592316
PRJNA55847,PRJNA33811,Buchnera aphidicola str. LSR1 (Acyrthosiphon pisum),593275
PRJNA55849,PRJNA33849,Sulfolobus solfataricus 98/2,555311
PRJNA55851,PRJNA33979,Rickettsia endosymbiont of Ixodes scapularis,444612
PRJNA55853,PRJNA34067,Rhodococcus erythropolis SK121,596309
PRJNA55855,PRJNA34081,Acinetobacter radioresistens SK82,596318
PRJNA55857,PRJNA34083,Staphylococcus warneri L37603,596319
PRJNA55859,PRJNA34085,Neisseria flavescens SK114,596320
PRJNA55861,PRJNA34087,Staphylococcus hominis SK119,629742
PRJNA55863,PRJNA34091,Streptococcus salivarius SK126,596322
PRJNA55865,PRJNA34095,Treponema vincentii ATCC 35580,596324
PRJNA55867,PRJNA34097,Lactobacillus jensenii 269-3,596325
PRJNA55869,PRJNA34101,Porphyromonas uenonis 60-3,596327
PRJNA55871,PRJNA34117,Acidaminococcus sp. D21,563191
PRJNA55873,PRJNA34545,Aeromicrobium marinum DSM 15272,585531
PRJNA55875,PRJNA34551,Mycobacterium tuberculosis T46,611302
PRJNA55877,PRJNA34553,Mycobacterium tuberculosis CPHL_A,611303
PRJNA55879,PRJNA34555,Mycobacterium africanum K85,611304
PRJNA55881,PRJNA34585,Corynebacterium efficiens YS-314,196164
PRJNA55883,PRJNA34619,Lactobacillus helveticus DSM 20075,585520
PRJNA55885,PRJNA34627,Lactobacillus reuteri MM2-3,585517
PRJNA55887,PRJNA34629,Leuconostoc mesenteroides subsp. cremoris ATCC 19254,586220
PRJNA55889,PRJNA34633,Mobiluncus mulieris ATCC 35243,585199
PRJNA55891,PRJNA34635,Oribacterium sinus F0268,585501
PRJNA55893,PRJNA34637,Prevotella bergensis DSM 17361,585502
PRJNA55895,PRJNA34641,Selenomonas noxia ATCC 43541,585503
PRJNA55897,PRJNA34647,Staphylococcus caprae M23864:W1,525378
PRJNA55899,PRJNA34655,Staphylococcus epidermidis W23144,525376
PRJNA55901,PRJNA34661,Weissella paramesenteroides ATCC 33313,585506
PRJNA55903,PRJNA34703,Paenibacillus sp. oral taxon 786 str. D14,621372
PRJNA55905,PRJNA34705,Neisseria gonorrhoeae DGI2,528348
PRJNA55907,PRJNA34793,Arthrospira platensis str. Paraca,634502
PRJNA55909,PRJNA34891,Staphylococcus aureus subsp. aureus 55/2053,585143
PRJNA55911,PRJNA34893,Staphylococcus aureus subsp. aureus 65-1322,585145
PRJNA55913,PRJNA34895,Staphylococcus aureus subsp. aureus 68-397,585146
PRJNA55915,PRJNA34897,Staphylococcus aureus subsp. aureus E1410,585153
PRJNA55917,PRJNA34899,Staphylococcus aureus subsp. aureus M876,585158
PRJNA55919,PRJNA34907,Clostridium butyricum E4 str. BoNT E BL5262,632245
PRJNA55921,PRJNA36379,Lactobacillus gasseri 202-4,630527
PRJNA55923,PRJNA36465,Staphylococcus aureus A5937,553565
PRJNA55925,PRJNA36467,Staphylococcus aureus A5948,553567
PRJNA55927,PRJNA36469,Staphylococcus aureus A6224,553568
PRJNA55929,PRJNA36471,Staphylococcus aureus A6300,553571
PRJNA55931,PRJNA36473,Staphylococcus aureus A8115,553573
PRJNA55933,PRJNA36475,Staphylococcus aureus A9299,553581
PRJNA55935,PRJNA36477,Staphylococcus aureus A9635,553583
PRJNA55937,PRJNA36479,Staphylococcus aureus A9719,553588
PRJNA55939,PRJNA36481,Staphylococcus aureus A9763,553592
PRJNA55941,PRJNA36483,Staphylococcus aureus A9781,553596
PRJNA55943,PRJNA36543,Escherichia coli O157:H7 str. FRIK2000,637388
PRJNA55947,PRJNA36657,Actinobacillus minor NM305,637911
PRJNA55949,PRJNA37269,Cardiobacterium hominis ATCC 15826,638300
PRJNA55951,PRJNA37271,Granulicatella adiacens ATCC 49175,638301
PRJNA55953,PRJNA37273,Selenomonas flueggei ATCC 43531,638302
PRJNA55955,PRJNA37677,Thalassobium sp. R2A62,633131
PRJNA55957,PRJNA37679,Citreicella sp. SE45,501479
PRJNA55959,PRJNA37681,Silicibacter lacuscaerulensis ITI-1157,644107
PRJNA55961,PRJNA37723,Brucella abortus str. 2308 A,641140
PRJNA55963,PRJNA37725,Ochrobactrum intermedium LMG 3301,641118
PRJNA55965,PRJNA37767,Ruminococcus flavefaciens FD-1,641112
PRJNA55967,PRJNA37777,Enterococcus faecalis T8,565639
PRJNA55969,PRJNA37861,Pseudomonas sp. UK4,452680
PRJNA55971,PRJNA37909,Silicibacter sp. TrichCH4B,644076
PRJNA55975,PRJNA37915,Staphylococcus aureus subsp. aureus 132,644279
PRJNA55977,PRJNA37949,Lactobacillus coleohominis 101-4-CHN,575594
PRJNA55979,PRJNA37951,Lactobacillus crispatus MV-1A-US,575596
PRJNA55981,PRJNA37953,Lactobacillus jensenii 27-2-CHN,575606
PRJNA55983,PRJNA38159,Chlamydia muridarum str. Nigg,243161
PRJNA55985,PRJNA38161,Chlamydia muridarum str. Weiss,647227
PRJNA55987,PRJNA38311,Actinomyces sp. oral taxon 848 str. F0332,649743
PRJNA55989,PRJNA38329,Prevotella oris F0302,649760
PRJNA55991,PRJNA38331,Prevotella veroralis F0319,649761
PRJNA55993,PRJNA38335,Slackia exigua ATCC 700122,649764
PRJNA55995,PRJNA38357,Fusobacterium nucleatum subsp. vincentii 3_1_36A2,469604
PRJNA55997,PRJNA38359,Parabacteroides sp. D13,563193
PRJNA55999,PRJNA38361,Lactobacillus crispatus 125-2-CHN,575595
PRJNA56001,PRJNA38727,Anaerococcus vaginalis ATCC 51170,655811
PRJNA56003,PRJNA39279,Legionella drancourtii LLAP12,658187
PRJNA56005,PRJNA39603,Vibrio cholerae CIRS101,661513
PRJNA56007,PRJNA39839,Pseudomonas syringae pv. aesculi str. NCPPB 3681,665027
PRJNA56009,PRJNA39921,Pseudomonas syringae pv. aesculi str. 2250,666475
PRJNA56011,PRJNA40241,Vibrio mimicus VM603,671074
PRJNA56013,PRJNA40243,Vibrio mimicus VM573,671076
PRJNA56061,PRJNA28939,Heterodera glycines,51029
PRJNA56067,PRJNA10736,Strongylocentrotus purpuratus,7668
PRJNA57581,PRJNA3,Borrelia burgdorferi B31,224326
PRJNA57583,PRJNA4,Treponema denticola ATCC 35405,243275
PRJNA57585,PRJNA5,Treponema pallidum subsp. pallidum str. Nichols,243276
PRJNA57587,PRJNA8,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,192222
PRJNA57589,PRJNA9,Francisella tularensis subsp. tularensis SCHU S4,177416
PRJNA57591,PRJNA12,Pseudomonas fluorescens Pf0-1,205922
PRJNA57593,PRJNA13,Ralstonia solanacearum GMI1000,267608
PRJNA57595,PRJNA15,Xanthomonas campestris pv. campestris str. 8004,314565
PRJNA57597,PRJNA16,Azotobacter vinelandii DJ,322710
PRJNA57599,PRJNA17,Bradyrhizobium diazoefficiens USDA 110,224911
PRJNA57601,PRJNA18,Mesorhizobium loti MAFF303099,266835
PRJNA57603,PRJNA19,Sinorhizobium meliloti 1021,266834
PRJNA57605,PRJNA20,Methylobacterium extorquens AM1,272630
PRJNA57607,PRJNA21,Methylococcus capsulatus str. Bath,243233
PRJNA57609,PRJNA22,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,272624
PRJNA57611,PRJNA23,Neisseria gonorrhoeae FA 1090,242231
PRJNA57613,PRJNA24,Bordetella bronchiseptica RB50,257310
PRJNA57615,PRJNA25,Bordetella parapertussis 12822,257311
PRJNA57617,PRJNA26,Bordetella pertussis Tohama I,257313
PRJNA57619,PRJNA31,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620
PRJNA57621,PRJNA34,Yersinia pestis CO92,214092
PRJNA57623,PRJNA36,Vibrio cholerae O1 biovar El Tor str. N16961,243277
PRJNA57625,PRJNA38,Haemophilus ducreyi 35000HP,233412
PRJNA57627,PRJNA39,Pasteurella multocida subsp. multocida str. Pm70,272843
PRJNA57629,PRJNA40,Anaplasma marginale str. St. Maries,234826
PRJNA57631,PRJNA41,Coxiella burnetii RSA 493,227377
PRJNA57633,PRJNA42,Rickettsia conorii str. Malish 7,272944
PRJNA57635,PRJNA44,Bartonella quintana str. Toulouse,283165
PRJNA57637,PRJNA45,Chlamydia trachomatis D/UW-3/CX,272561
PRJNA57639,PRJNA46,Bacteroides fragilis NCTC 9343,272559
PRJNA57641,PRJNA48,Porphyromonas gingivalis W83,242619
PRJNA57643,PRJNA50,Dichelobacter nodosus VCS1703A,246195
PRJNA57645,PRJNA51,Desulfovibrio vulgaris str. Hildenborough,882
